GEOID,NAME,variable,estimate,moe,city,state
3663000,"Rochester city, New York",B03002_003,77108,1587,Rochester,NY
3663000,"Rochester city, New York",B03002_012,37213,1189,Rochester,NY
3663000,"Rochester city, New York",B11016_001,86180,1179,Rochester,NY
3663000,"Rochester city, New York",B17021_002,66486,1851,Rochester,NY
3663000,"Rochester city, New York",B19013_001,32347,736,Rochester,NY
3663000,"Rochester city, New York",C16002_004,3243,378,Rochester,NY
3663000,"Rochester city, New York",C16002_007,912,184,Rochester,NY
3663000,"Rochester city, New York",C16002_010,544,140,Rochester,NY
3663000,"Rochester city, New York",C16002_013,367,136,Rochester,NY
4123850,"Eugene city, Oregon",B01003_001,163135,66,Eugene,OR
4123850,"Eugene city, Oregon",B03002_003,128236,886,Eugene,OR
4123850,"Eugene city, Oregon",B03002_012,15539,817,Eugene,OR
4123850,"Eugene city, Oregon",B11016_001,67335,719,Eugene,OR
4123850,"Eugene city, Oregon",B17021_002,34191,1883,Eugene,OR
4123850,"Eugene city, Oregon",B19013_001,47489,1357,Eugene,OR
4123850,"Eugene city, Oregon",C16002_004,509,188,Eugene,OR
4123850,"Eugene city, Oregon",C16002_007,48,35,Eugene,OR
4123850,"Eugene city, Oregon",C16002_010,764,216,Eugene,OR
4123850,"Eugene city, Oregon",C16002_013,64,63,Eugene,OR
4115800,"Corvallis city, Oregon",B01003_001,56224,40,Corvallis,OR
4115800,"Corvallis city, Oregon",B03002_003,43558,430,Corvallis,OR
4115800,"Corvallis city, Oregon",B03002_012,4416,349,Corvallis,OR
4115800,"Corvallis city, Oregon",B11016_001,22379,475,Corvallis,OR
4115800,"Corvallis city, Oregon",B17021_002,13917,832,Corvallis,OR
4115800,"Corvallis city, Oregon",B19013_001,46285,1730,Corvallis,OR
4115800,"Corvallis city, Oregon",C16002_004,107,69,Corvallis,OR
4115800,"Corvallis city, Oregon",C16002_007,87,44,Corvallis,OR
4115800,"Corvallis city, Oregon",C16002_010,522,134,Corvallis,OR
4115800,"Corvallis city, Oregon",C16002_013,48,42,Corvallis,OR
4652980,"Rapid City city, South Dakota",B01003_001,72841,59,Rapid City,SD
4652980,"Rapid City city, South Dakota",B03002_003,56215,565,Rapid City,SD
4652980,"Rapid City city, South Dakota",B03002_012,3650,375,Rapid City,SD
4652980,"Rapid City city, South Dakota",B11016_001,29723,572,Rapid City,SD
4652980,"Rapid City city, South Dakota",B17021_002,11462,1077,Rapid City,SD
4652980,"Rapid City city, South Dakota",B19013_001,48895,1306,Rapid City,SD
4652980,"Rapid City city, South Dakota",C16002_004,79,74,Rapid City,SD
4652980,"Rapid City city, South Dakota",C16002_007,18,19,Rapid City,SD
4652980,"Rapid City city, South Dakota",C16002_010,41,30,Rapid City,SD
4652980,"Rapid City city, South Dakota",C16002_013,39,35,Rapid City,SD
3915000,"Cincinnati city, Ohio",B01003_001,298957,89,Cincinnati,OH
3915000,"Cincinnati city, Ohio",B03002_003,144219,1791,Cincinnati,OH
3915000,"Cincinnati city, Ohio",B03002_012,10821,975,Cincinnati,OH
3915000,"Cincinnati city, Ohio",B11016_001,136180,1361,Cincinnati,OH
3915000,"Cincinnati city, Ohio",B17021_002,82356,2690,Cincinnati,OH
3915000,"Cincinnati city, Ohio",B19013_001,36429,782,Cincinnati,OH
3915000,"Cincinnati city, Ohio",C16002_004,1053,229,Cincinnati,OH
3915000,"Cincinnati city, Ohio",C16002_007,577,159,Cincinnati,OH
3915000,"Cincinnati city, Ohio",C16002_010,439,148,Cincinnati,OH
3915000,"Cincinnati city, Ohio",C16002_013,595,179,Cincinnati,OH
3611000,"Buffalo city, New York",B01003_001,259574,122,Buffalo,NY
3611000,"Buffalo city, New York",B03002_003,114231,1817,Buffalo,NY
3611000,"Buffalo city, New York",B03002_012,29311,1019,Buffalo,NY
3611000,"Buffalo city, New York",B11016_001,110636,1025,Buffalo,NY
3611000,"Buffalo city, New York",B17021_002,77750,2855,Buffalo,NY
3611000,"Buffalo city, New York",B19013_001,34268,1052,Buffalo,NY
3611000,"Buffalo city, New York",C16002_004,2425,337,Buffalo,NY
3611000,"Buffalo city, New York",C16002_007,892,176,Buffalo,NY
3611000,"Buffalo city, New York",C16002_010,902,234,Buffalo,NY
3611000,"Buffalo city, New York",C16002_013,914,217,Buffalo,NY
1304000,"Atlanta city, Georgia",B01003_001,465230,71,Atlanta,GA
1304000,"Atlanta city, Georgia",B03002_003,173337,2367,Atlanta,GA
1304000,"Atlanta city, Georgia",B03002_012,21450,1611,Atlanta,GA
1304000,"Atlanta city, Georgia",B11016_001,192929,1800,Atlanta,GA
1304000,"Atlanta city, Georgia",B17021_002,97629,4211,Atlanta,GA
1304000,"Atlanta city, Georgia",B19013_001,51701,851,Atlanta,GA
1304000,"Atlanta city, Georgia",C16002_004,1174,238,Atlanta,GA
1304000,"Atlanta city, Georgia",C16002_007,683,196,Atlanta,GA
1304000,"Atlanta city, Georgia",C16002_010,672,168,Atlanta,GA
1304000,"Atlanta city, Georgia",C16002_013,237,118,Atlanta,GA
1245000,"Miami city, Florida",B01003_001,443007,71,Miami,FL
1245000,"Miami city, Florida",B03002_003,46415,1559,Miami,FL
1245000,"Miami city, Florida",B03002_012,319782,2389,Miami,FL
1245000,"Miami city, Florida",B11016_001,164734,1753,Miami,FL
1245000,"Miami city, Florida",B17021_002,112478,4176,Miami,FL
1245000,"Miami city, Florida",B19013_001,33999,964,Miami,FL
1245000,"Miami city, Florida",C16002_004,51449,1406,Miami,FL
1245000,"Miami city, Florida",C16002_007,3035,418,Miami,FL
1245000,"Miami city, Florida",C16002_010,330,133,Miami,FL
1245000,"Miami city, Florida",C16002_013,46,41,Miami,FL
5167000,"Richmond city, Virginia",B01003_001,220892,NA,Richmond,VA
5167000,"Richmond city, Virginia",B03002_003,88320,190,Richmond,VA
5167000,"Richmond city, Virginia",B03002_012,14343,NA,Richmond,VA
5167000,"Richmond city, Virginia",B11016_001,89238,771,Richmond,VA
5167000,"Richmond city, Virginia",B17021_002,52942,1960,Richmond,VA
5167000,"Richmond city, Virginia",B19013_001,42356,832,Richmond,VA
5167000,"Richmond city, Virginia",C16002_004,1361,195,Richmond,VA
5167000,"Richmond city, Virginia",C16002_007,175,111,Richmond,VA
5167000,"Richmond city, Virginia",C16002_010,224,88,Richmond,VA
5167000,"Richmond city, Virginia",C16002_013,138,83,Richmond,VA
4055000,"Oklahoma City city, Oklahoma",B01003_001,629191,144,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",B03002_003,340999,2054,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",B03002_012,120183,1645,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",B11016_001,237895,1433,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",B17021_002,105303,3490,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",B19013_001,51581,581,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",C16002_004,8470,679,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",C16002_007,439,133,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",C16002_010,1949,284,Oklahoma City,OK
4055000,"Oklahoma City city, Oklahoma",C16002_013,224,124,Oklahoma City,OK
4865000,"San Antonio city, Texas",B01003_001,1461623,132,San Antonio,TX
4865000,"San Antonio city, Texas",B03002_003,366363,2045,San Antonio,TX
4865000,"San Antonio city, Texas",B03002_012,935458,2683,San Antonio,TX
4865000,"San Antonio city, Texas",B11016_001,494260,2123,San Antonio,TX
4865000,"San Antonio city, Texas",B17021_002,267330,6099,San Antonio,TX
4865000,"San Antonio city, Texas",B19013_001,49711,528,San Antonio,TX
4865000,"San Antonio city, Texas",C16002_004,32977,1231,San Antonio,TX
4865000,"San Antonio city, Texas",C16002_007,1510,316,San Antonio,TX
4865000,"San Antonio city, Texas",C16002_010,2360,348,San Antonio,TX
4865000,"San Antonio city, Texas",C16002_013,888,271,San Antonio,TX
4075000,"Tulsa city, Oklahoma",B01003_001,401352,147,Tulsa,OK
4075000,"Tulsa city, Oklahoma",B03002_003,220273,1094,Tulsa,OK
4075000,"Tulsa city, Oklahoma",B03002_012,63466,805,Tulsa,OK
4075000,"Tulsa city, Oklahoma",B11016_001,164381,834,Tulsa,OK
4075000,"Tulsa city, Oklahoma",B17021_002,78716,2125,Tulsa,OK
4075000,"Tulsa city, Oklahoma",B19013_001,44577,521,Tulsa,OK
4075000,"Tulsa city, Oklahoma",C16002_004,5215,319,Tulsa,OK
4075000,"Tulsa city, Oklahoma",C16002_007,314,93,Tulsa,OK
4075000,"Tulsa city, Oklahoma",C16002_010,1310,174,Tulsa,OK
4075000,"Tulsa city, Oklahoma",C16002_013,151,61,Tulsa,OK
2071000,"Topeka city, Kansas",B01003_001,127139,52,Topeka,KS
2071000,"Topeka city, Kansas",B03002_003,87645,718,Topeka,KS
2071000,"Topeka city, Kansas",B03002_012,18168,585,Topeka,KS
2071000,"Topeka city, Kansas",B11016_001,53220,664,Topeka,KS
2071000,"Topeka city, Kansas",B17021_002,20511,1213,Topeka,KS
2071000,"Topeka city, Kansas",B19013_001,46087,1257,Topeka,KS
2071000,"Topeka city, Kansas",C16002_004,724,181,Topeka,KS
2071000,"Topeka city, Kansas",C16002_007,87,88,Topeka,KS
2071000,"Topeka city, Kansas",C16002_010,128,64,Topeka,KS
2071000,"Topeka city, Kansas",C16002_013,0,24,Topeka,KS
477000,"Tucson city, Arizona",B01003_001,530905,107,Tucson,AZ
477000,"Tucson city, Arizona",B03002_003,238457,2513,Tucson,AZ
477000,"Tucson city, Arizona",B03002_012,228012,2338,Tucson,AZ
477000,"Tucson city, Arizona",B11016_001,209906,1600,Tucson,AZ
477000,"Tucson city, Arizona",B17021_002,121994,4449,Tucson,AZ
477000,"Tucson city, Arizona",B19013_001,39617,787,Tucson,AZ
477000,"Tucson city, Arizona",C16002_004,9094,611,Tucson,AZ
477000,"Tucson city, Arizona",C16002_007,654,159,Tucson,AZ
477000,"Tucson city, Arizona",C16002_010,1388,263,Tucson,AZ
477000,"Tucson city, Arizona",C16002_013,772,255,Tucson,AZ
3916000,"Cleveland city, Ohio",B01003_001,388812,92,Cleveland,OH
3916000,"Cleveland city, Ohio",B03002_003,131338,1859,Cleveland,OH
3916000,"Cleveland city, Ohio",B03002_012,43466,1253,Cleveland,OH
3916000,"Cleveland city, Ohio",B11016_001,168496,1462,Cleveland,OH
3916000,"Cleveland city, Ohio",B17021_002,133144,3254,Cleveland,OH
3916000,"Cleveland city, Ohio",B19013_001,27854,744,Cleveland,OH
3916000,"Cleveland city, Ohio",C16002_004,3423,329,Cleveland,OH
3916000,"Cleveland city, Ohio",C16002_007,1223,247,Cleveland,OH
3916000,"Cleveland city, Ohio",C16002_010,985,192,Cleveland,OH
3916000,"Cleveland city, Ohio",C16002_013,743,213,Cleveland,OH
1822000,"Evansville city, Indiana",B01003_001,119806,38,Evansville,IN
1822000,"Evansville city, Indiana",B03002_003,95757,661,Evansville,IN
1822000,"Evansville city, Indiana",B03002_012,3583,363,Evansville,IN
1822000,"Evansville city, Indiana",B11016_001,51580,793,Evansville,IN
1822000,"Evansville city, Indiana",B17021_002,27001,1643,Evansville,IN
1822000,"Evansville city, Indiana",B19013_001,36956,1018,Evansville,IN
1822000,"Evansville city, Indiana",C16002_004,211,129,Evansville,IN
1822000,"Evansville city, Indiana",C16002_007,105,95,Evansville,IN
1822000,"Evansville city, Indiana",C16002_010,68,62,Evansville,IN
1822000,"Evansville city, Indiana",C16002_013,0,27,Evansville,IN
845970,"Longmont city, Colorado",B01003_001,91730,40,Longmont,CO
845970,"Longmont city, Colorado",B03002_003,62112,1029,Longmont,CO
845970,"Longmont city, Colorado",B03002_012,23520,914,Longmont,CO
845970,"Longmont city, Colorado",B11016_001,35020,582,Longmont,CO
845970,"Longmont city, Colorado",B17021_002,10920,1248,Longmont,CO
845970,"Longmont city, Colorado",B19013_001,66349,2456,Longmont,CO
845970,"Longmont city, Colorado",C16002_004,955,218,Longmont,CO
845970,"Longmont city, Colorado",C16002_007,60,38,Longmont,CO
845970,"Longmont city, Colorado",C16002_010,101,58,Longmont,CO
845970,"Longmont city, Colorado",C16002_013,13,21,Longmont,CO
5168000,"Roanoke city, Virginia",B01003_001,99572,NA,Roanoke,VA
5168000,"Roanoke city, Virginia",B03002_003,59263,112,Roanoke,VA
5168000,"Roanoke city, Virginia",B03002_012,6012,NA,Roanoke,VA
5168000,"Roanoke city, Virginia",B11016_001,42333,542,Roanoke,VA
5168000,"Roanoke city, Virginia",B17021_002,21046,1909,Roanoke,VA
5168000,"Roanoke city, Virginia",B19013_001,41483,1343,Roanoke,VA
5168000,"Roanoke city, Virginia",C16002_004,365,217,Roanoke,VA
5168000,"Roanoke city, Virginia",C16002_007,334,172,Roanoke,VA
5168000,"Roanoke city, Virginia",C16002_010,230,111,Roanoke,VA
5168000,"Roanoke city, Virginia",C16002_013,82,60,Roanoke,VA
107000,"Birmingham city, Alabama",B01003_001,212265,612,Birmingham,AL
107000,"Birmingham city, Alabama",B03002_003,48478,1313,Birmingham,AL
107000,"Birmingham city, Alabama",B03002_012,7332,953,Birmingham,AL
107000,"Birmingham city, Alabama",B11016_001,90149,1337,Birmingham,AL
107000,"Birmingham city, Alabama",B17021_002,57730,2533,Birmingham,AL
107000,"Birmingham city, Alabama",B19013_001,33770,993,Birmingham,AL
107000,"Birmingham city, Alabama",C16002_004,880,222,Birmingham,AL
107000,"Birmingham city, Alabama",C16002_007,240,98,Birmingham,AL
107000,"Birmingham city, Alabama",C16002_010,88,46,Birmingham,AL
107000,"Birmingham city, Alabama",C16002_013,43,55,Birmingham,AL
