GEOID,NAME,variable,estimate,moe
1680470,"Tetonia city, Idaho",C16002_007,0,12
1680470,"Tetonia city, Idaho",C16002_010,0,12
1680470,"Tetonia city, Idaho",C16002_013,0,12
1682360,"Troy city, Idaho",B01003_001,889,157
1682360,"Troy city, Idaho",B03002_003,811,151
1682360,"Troy city, Idaho",B03002_012,6,7
1682360,"Troy city, Idaho",B11016_001,332,55
1682360,"Troy city, Idaho",B17021_002,21,13
1682360,"Troy city, Idaho",B19013_001,55833,7104
1682360,"Troy city, Idaho",C16002_004,0,12
1682360,"Troy city, Idaho",C16002_007,0,12
1682360,"Troy city, Idaho",C16002_010,0,12
1682360,"Troy city, Idaho",C16002_013,0,12
1682810,"Twin Falls city, Idaho",B01003_001,47340,45
1682810,"Twin Falls city, Idaho",B03002_003,36910,642
1682810,"Twin Falls city, Idaho",B03002_012,7600,647
1682810,"Twin Falls city, Idaho",B11016_001,17692,426
1682810,"Twin Falls city, Idaho",B17021_002,7276,1234
1682810,"Twin Falls city, Idaho",B19013_001,46283,2356
1682810,"Twin Falls city, Idaho",C16002_004,270,150
1682810,"Twin Falls city, Idaho",C16002_007,111,89
1682810,"Twin Falls city, Idaho",C16002_010,68,51
1682810,"Twin Falls city, Idaho",C16002_013,85,76
1683170,"Tyhee CDP, Idaho",B01003_001,1156,107
1683170,"Tyhee CDP, Idaho",B03002_003,1121,104
1683170,"Tyhee CDP, Idaho",B03002_012,20,19
1683170,"Tyhee CDP, Idaho",B11016_001,386,40
1683170,"Tyhee CDP, Idaho",B17021_002,44,37
1683170,"Tyhee CDP, Idaho",B19013_001,82083,17174
1683170,"Tyhee CDP, Idaho",C16002_004,0,12
1683170,"Tyhee CDP, Idaho",C16002_007,0,12
1683170,"Tyhee CDP, Idaho",C16002_010,0,12
1683170,"Tyhee CDP, Idaho",C16002_013,0,12
1683350,"Ucon city, Idaho",B01003_001,1252,296
1683350,"Ucon city, Idaho",B03002_003,1076,227
1683350,"Ucon city, Idaho",B03002_012,176,128
1683350,"Ucon city, Idaho",B11016_001,363,64
1683350,"Ucon city, Idaho",B17021_002,135,70
1683350,"Ucon city, Idaho",B19013_001,54145,5445
1683350,"Ucon city, Idaho",C16002_004,3,5
1683350,"Ucon city, Idaho",C16002_007,0,12
1683350,"Ucon city, Idaho",C16002_010,0,12
1683350,"Ucon city, Idaho",C16002_013,0,12
1684250,"Victor city, Idaho",B01003_001,2355,459
1684250,"Victor city, Idaho",B03002_003,1697,384
1684250,"Victor city, Idaho",B03002_012,630,247
1684250,"Victor city, Idaho",B11016_001,893,200
1684250,"Victor city, Idaho",B17021_002,352,153
1684250,"Victor city, Idaho",B19013_001,57279,18643
1684250,"Victor city, Idaho",C16002_004,91,60
1684250,"Victor city, Idaho",C16002_007,0,12
1684250,"Victor city, Idaho",C16002_010,0,12
1684250,"Victor city, Idaho",C16002_013,0,12
1684790,"Wallace city, Idaho",B01003_001,848,126
1684790,"Wallace city, Idaho",B03002_003,789,119
1684790,"Wallace city, Idaho",B03002_012,23,15
1684790,"Wallace city, Idaho",B11016_001,435,57
1684790,"Wallace city, Idaho",B17021_002,221,74
1684790,"Wallace city, Idaho",B19013_001,31908,4154
1684790,"Wallace city, Idaho",C16002_004,8,14
1684790,"Wallace city, Idaho",C16002_007,0,12
1684790,"Wallace city, Idaho",C16002_010,0,12
1684790,"Wallace city, Idaho",C16002_013,0,12
1685240,"Wardner city, Idaho",B01003_001,185,66
1685240,"Wardner city, Idaho",B03002_003,172,67
1685240,"Wardner city, Idaho",B03002_012,0,12
1685240,"Wardner city, Idaho",B11016_001,82,24
1685240,"Wardner city, Idaho",B17021_002,3,4
1685240,"Wardner city, Idaho",B19013_001,51667,16029
1685240,"Wardner city, Idaho",C16002_004,6,10
1685240,"Wardner city, Idaho",C16002_007,0,12
1685240,"Wardner city, Idaho",C16002_010,0,12
1685240,"Wardner city, Idaho",C16002_013,0,12
1685420,"Warm River city, Idaho",B01003_001,0,12
1685420,"Warm River city, Idaho",B03002_003,0,12
1685420,"Warm River city, Idaho",B03002_012,0,12
1685420,"Warm River city, Idaho",B11016_001,0,12
1685420,"Warm River city, Idaho",B17021_002,0,12
1685420,"Warm River city, Idaho",B19013_001,NA,NA
1685420,"Warm River city, Idaho",C16002_004,0,12
1685420,"Warm River city, Idaho",C16002_007,0,12
1685420,"Warm River city, Idaho",C16002_010,0,12
1685420,"Warm River city, Idaho",C16002_013,0,12
1686050,"Weippe city, Idaho",B01003_001,502,124
1686050,"Weippe city, Idaho",B03002_003,471,121
1686050,"Weippe city, Idaho",B03002_012,29,36
1686050,"Weippe city, Idaho",B11016_001,244,56
1686050,"Weippe city, Idaho",B17021_002,103,58
1686050,"Weippe city, Idaho",B19013_001,32000,9317
1686050,"Weippe city, Idaho",C16002_004,0,12
1686050,"Weippe city, Idaho",C16002_007,0,12
1686050,"Weippe city, Idaho",C16002_010,0,12
1686050,"Weippe city, Idaho",C16002_013,0,12
1686140,"Weiser city, Idaho",B01003_001,5325,34
1686140,"Weiser city, Idaho",B03002_003,3456,76
1686140,"Weiser city, Idaho",B03002_012,1676,28
1686140,"Weiser city, Idaho",B11016_001,1928,144
1686140,"Weiser city, Idaho",B17021_002,926,307
1686140,"Weiser city, Idaho",B19013_001,30919,5034
1686140,"Weiser city, Idaho",C16002_004,124,64
1686140,"Weiser city, Idaho",C16002_007,0,17
1686140,"Weiser city, Idaho",C16002_010,0,17
1686140,"Weiser city, Idaho",C16002_013,0,17
1686320,"Wendell city, Idaho",B01003_001,2711,23
1686320,"Wendell city, Idaho",B03002_003,1500,268
1686320,"Wendell city, Idaho",B03002_012,1158,279
1686320,"Wendell city, Idaho",B11016_001,934,105
1686320,"Wendell city, Idaho",B17021_002,495,264
1686320,"Wendell city, Idaho",B19013_001,41768,10500
1686320,"Wendell city, Idaho",C16002_004,135,87
1686320,"Wendell city, Idaho",C16002_007,0,12
1686320,"Wendell city, Idaho",C16002_010,0,12
1686320,"Wendell city, Idaho",C16002_013,0,12
1687040,"Weston city, Idaho",B01003_001,479,142
1687040,"Weston city, Idaho",B03002_003,472,142
1687040,"Weston city, Idaho",B03002_012,6,8
1687040,"Weston city, Idaho",B11016_001,141,43
1687040,"Weston city, Idaho",B17021_002,30,23
1687040,"Weston city, Idaho",B19013_001,54583,11779
1687040,"Weston city, Idaho",C16002_004,0,12
1687040,"Weston city, Idaho",C16002_007,0,12
1687040,"Weston city, Idaho",C16002_010,0,12
1687040,"Weston city, Idaho",C16002_013,0,12
1687310,"White Bird city, Idaho",B01003_001,37,26
1687310,"White Bird city, Idaho",B03002_003,37,26
1687310,"White Bird city, Idaho",B03002_012,0,12
1687310,"White Bird city, Idaho",B11016_001,30,23
1687310,"White Bird city, Idaho",B17021_002,5,8
1687310,"White Bird city, Idaho",B19013_001,NA,NA
1687310,"White Bird city, Idaho",C16002_004,0,12
1687310,"White Bird city, Idaho",C16002_007,0,12
1687310,"White Bird city, Idaho",C16002_010,0,12
1687310,"White Bird city, Idaho",C16002_013,0,12
1687670,"Wilder city, Idaho",B01003_001,1399,326
1687670,"Wilder city, Idaho",B03002_003,408,142
1687670,"Wilder city, Idaho",B03002_012,964,309
1687670,"Wilder city, Idaho",B11016_001,430,95
1687670,"Wilder city, Idaho",B17021_002,269,151
1687670,"Wilder city, Idaho",B19013_001,39196,4175
1687670,"Wilder city, Idaho",C16002_004,50,38
1687670,"Wilder city, Idaho",C16002_007,0,12
1687670,"Wilder city, Idaho",C16002_010,0,12
1687670,"Wilder city, Idaho",C16002_013,0,12
1687850,"Winchester city, Idaho",B01003_001,286,36
1687850,"Winchester city, Idaho",B03002_003,257,33
1687850,"Winchester city, Idaho",B03002_012,15,13
1687850,"Winchester city, Idaho",B11016_001,131,17
1687850,"Winchester city, Idaho",B17021_002,40,14
1687850,"Winchester city, Idaho",B19013_001,31375,3617
1687850,"Winchester city, Idaho",C16002_004,0,12
1687850,"Winchester city, Idaho",C16002_007,1,3
1687850,"Winchester city, Idaho",C16002_010,0,12
1687850,"Winchester city, Idaho",C16002_013,0,12
1688480,"Worley city, Idaho",B01003_001,289,67
1688480,"Worley city, Idaho",B03002_003,158,32
1688480,"Worley city, Idaho",B03002_012,13,15
1688480,"Worley city, Idaho",B11016_001,114,34
1688480,"Worley city, Idaho",B17021_002,38,18
1688480,"Worley city, Idaho",B19013_001,36607,3395
1688480,"Worley city, Idaho",C16002_004,0,12
1688480,"Worley city, Idaho",C16002_007,0,12
1688480,"Worley city, Idaho",C16002_010,0,12
1688480,"Worley city, Idaho",C16002_013,0,12
1688660,"Yellow Pine CDP, Idaho",B01003_001,0,12
1688660,"Yellow Pine CDP, Idaho",B03002_003,0,12
1688660,"Yellow Pine CDP, Idaho",B03002_012,0,12
1688660,"Yellow Pine CDP, Idaho",B11016_001,0,12
1688660,"Yellow Pine CDP, Idaho",B17021_002,0,12
1688660,"Yellow Pine CDP, Idaho",B19013_001,NA,NA
1688660,"Yellow Pine CDP, Idaho",C16002_004,0,12
1688660,"Yellow Pine CDP, Idaho",C16002_007,0,12
1688660,"Yellow Pine CDP, Idaho",C16002_010,0,12
1688660,"Yellow Pine CDP, Idaho",C16002_013,0,12
