GEOID,NAME,variable,estimate,moe
1660940,"Parma city, Idaho",B11016_001,845,119
1660940,"Parma city, Idaho",B17021_002,451,148
1660940,"Parma city, Idaho",B19013_001,33508,4736
1660940,"Parma city, Idaho",C16002_004,85,53
1660940,"Parma city, Idaho",C16002_007,0,12
1660940,"Parma city, Idaho",C16002_010,0,12
1660940,"Parma city, Idaho",C16002_013,0,12
1661210,"Paul city, Idaho",B01003_001,1265,258
1661210,"Paul city, Idaho",B03002_003,789,191
1661210,"Paul city, Idaho",B03002_012,414,161
1661210,"Paul city, Idaho",B11016_001,460,97
1661210,"Paul city, Idaho",B17021_002,144,89
1661210,"Paul city, Idaho",B19013_001,45789,12342
1661210,"Paul city, Idaho",C16002_004,25,22
1661210,"Paul city, Idaho",C16002_007,0,12
1661210,"Paul city, Idaho",C16002_010,0,12
1661210,"Paul city, Idaho",C16002_013,0,12
1661300,"Payette city, Idaho",B01003_001,7366,21
1661300,"Payette city, Idaho",B03002_003,5608,357
1661300,"Payette city, Idaho",B03002_012,1615,379
1661300,"Payette city, Idaho",B11016_001,2927,161
1661300,"Payette city, Idaho",B17021_002,1223,331
1661300,"Payette city, Idaho",B19013_001,50300,5951
1661300,"Payette city, Idaho",C16002_004,50,57
1661300,"Payette city, Idaho",C16002_007,0,17
1661300,"Payette city, Idaho",C16002_010,0,17
1661300,"Payette city, Idaho",C16002_013,0,17
1661840,"Peck city, Idaho",B01003_001,140,29
1661840,"Peck city, Idaho",B03002_003,130,24
1661840,"Peck city, Idaho",B03002_012,0,12
1661840,"Peck city, Idaho",B11016_001,62,13
1661840,"Peck city, Idaho",B17021_002,35,20
1661840,"Peck city, Idaho",B19013_001,NA,NA
1661840,"Peck city, Idaho",C16002_004,0,12
1661840,"Peck city, Idaho",C16002_007,0,12
1661840,"Peck city, Idaho",C16002_010,0,12
1661840,"Peck city, Idaho",C16002_013,0,12
1662740,"Pierce city, Idaho",B01003_001,524,120
1662740,"Pierce city, Idaho",B03002_003,490,114
1662740,"Pierce city, Idaho",B03002_012,17,19
1662740,"Pierce city, Idaho",B11016_001,242,56
1662740,"Pierce city, Idaho",B17021_002,85,61
1662740,"Pierce city, Idaho",B19013_001,34891,13065
1662740,"Pierce city, Idaho",C16002_004,0,12
1662740,"Pierce city, Idaho",C16002_007,0,12
1662740,"Pierce city, Idaho",C16002_010,0,12
1662740,"Pierce city, Idaho",C16002_013,0,12
1663100,"Pinehurst city, Idaho",B01003_001,1550,226
1663100,"Pinehurst city, Idaho",B03002_003,1435,207
1663100,"Pinehurst city, Idaho",B03002_012,76,61
1663100,"Pinehurst city, Idaho",B11016_001,739,80
1663100,"Pinehurst city, Idaho",B17021_002,269,104
1663100,"Pinehurst city, Idaho",B19013_001,33315,7494
1663100,"Pinehurst city, Idaho",C16002_004,0,12
1663100,"Pinehurst city, Idaho",C16002_007,0,12
1663100,"Pinehurst city, Idaho",C16002_010,0,12
1663100,"Pinehurst city, Idaho",C16002_013,0,12
1663550,"Placerville city, Idaho",B01003_001,23,23
1663550,"Placerville city, Idaho",B03002_003,23,23
1663550,"Placerville city, Idaho",B03002_012,0,12
1663550,"Placerville city, Idaho",B11016_001,14,14
1663550,"Placerville city, Idaho",B17021_002,2,3
1663550,"Placerville city, Idaho",B19013_001,80000,64063
1663550,"Placerville city, Idaho",C16002_004,0,12
1663550,"Placerville city, Idaho",C16002_007,0,12
1663550,"Placerville city, Idaho",C16002_010,0,12
1663550,"Placerville city, Idaho",C16002_013,0,12
1663910,"Plummer city, Idaho",B01003_001,1084,114
1663910,"Plummer city, Idaho",B03002_003,471,83
1663910,"Plummer city, Idaho",B03002_012,160,44
1663910,"Plummer city, Idaho",B11016_001,351,37
1663910,"Plummer city, Idaho",B17021_002,341,80
1663910,"Plummer city, Idaho",B19013_001,36750,6827
1663910,"Plummer city, Idaho",C16002_004,0,12
1663910,"Plummer city, Idaho",C16002_007,0,12
1663910,"Plummer city, Idaho",C16002_010,0,12
1663910,"Plummer city, Idaho",C16002_013,2,4
1664090,"Pocatello city, Idaho",B01003_001,54658,48
1664090,"Pocatello city, Idaho",B03002_003,46419,520
1664090,"Pocatello city, Idaho",B03002_012,4811,348
1664090,"Pocatello city, Idaho",B11016_001,20549,375
1664090,"Pocatello city, Idaho",B17021_002,10681,936
1664090,"Pocatello city, Idaho",B19013_001,42979,2139
1664090,"Pocatello city, Idaho",C16002_004,57,50
1664090,"Pocatello city, Idaho",C16002_007,19,27
1664090,"Pocatello city, Idaho",C16002_010,98,56
1664090,"Pocatello city, Idaho",C16002_013,48,46
1664450,"Ponderay city, Idaho",B01003_001,1032,277
1664450,"Ponderay city, Idaho",B03002_003,952,259
1664450,"Ponderay city, Idaho",B03002_012,55,65
1664450,"Ponderay city, Idaho",B11016_001,458,109
1664450,"Ponderay city, Idaho",B17021_002,201,106
1664450,"Ponderay city, Idaho",B19013_001,33250,10469
1664450,"Ponderay city, Idaho",C16002_004,0,12
1664450,"Ponderay city, Idaho",C16002_007,3,5
1664450,"Ponderay city, Idaho",C16002_010,0,12
1664450,"Ponderay city, Idaho",C16002_013,0,12
1664810,"Post Falls city, Idaho",B01003_001,30886,39
1664810,"Post Falls city, Idaho",B03002_003,28275,530
1664810,"Post Falls city, Idaho",B03002_012,1449,509
1664810,"Post Falls city, Idaho",B11016_001,11875,455
1664810,"Post Falls city, Idaho",B17021_002,4322,1090
1664810,"Post Falls city, Idaho",B19013_001,50683,2384
1664810,"Post Falls city, Idaho",C16002_004,0,25
1664810,"Post Falls city, Idaho",C16002_007,31,42
1664810,"Post Falls city, Idaho",C16002_010,62,72
1664810,"Post Falls city, Idaho",C16002_013,0,25
1664900,"Potlatch city, Idaho",B01003_001,772,164
1664900,"Potlatch city, Idaho",B03002_003,746,162
1664900,"Potlatch city, Idaho",B03002_012,7,13
1664900,"Potlatch city, Idaho",B11016_001,346,64
1664900,"Potlatch city, Idaho",B17021_002,183,128
1664900,"Potlatch city, Idaho",B19013_001,34167,14390
1664900,"Potlatch city, Idaho",C16002_004,0,12
1664900,"Potlatch city, Idaho",C16002_007,0,12
1664900,"Potlatch city, Idaho",C16002_010,0,12
1664900,"Potlatch city, Idaho",C16002_013,0,12
1665260,"Preston city, Idaho",B01003_001,5268,25
1665260,"Preston city, Idaho",B03002_003,4606,174
1665260,"Preston city, Idaho",B03002_012,436,169
1665260,"Preston city, Idaho",B11016_001,1929,159
1665260,"Preston city, Idaho",B17021_002,690,311
1665260,"Preston city, Idaho",B19013_001,42321,4699
1665260,"Preston city, Idaho",C16002_004,0,17
1665260,"Preston city, Idaho",C16002_007,0,17
1665260,"Preston city, Idaho",C16002_010,0,17
1665260,"Preston city, Idaho",C16002_013,0,17
1665530,"Priest River city, Idaho",B01003_001,1658,289
1665530,"Priest River city, Idaho",B03002_003,1597,285
1665530,"Priest River city, Idaho",B03002_012,9,15
1665530,"Priest River city, Idaho",B11016_001,717,99
1665530,"Priest River city, Idaho",B17021_002,253,117
1665530,"Priest River city, Idaho",B19013_001,34485,6574
1665530,"Priest River city, Idaho",C16002_004,9,15
1665530,"Priest River city, Idaho",C16002_007,0,12
1665530,"Priest River city, Idaho",C16002_010,0,12
1665530,"Priest River city, Idaho",C16002_013,0,12
1665620,"Princeton CDP, Idaho",B01003_001,86,85
1665620,"Princeton CDP, Idaho",B03002_003,86,85
1665620,"Princeton CDP, Idaho",B03002_012,0,12
1665620,"Princeton CDP, Idaho",B11016_001,34,19
1665620,"Princeton CDP, Idaho",B17021_002,0,12
1665620,"Princeton CDP, Idaho",B19013_001,34750,20101
1665620,"Princeton CDP, Idaho",C16002_004,0,12
1665620,"Princeton CDP, Idaho",C16002_007,0,12
1665620,"Princeton CDP, Idaho",C16002_010,0,12
1665620,"Princeton CDP, Idaho",C16002_013,0,12
1666340,"Rathdrum city, Idaho",B01003_001,7592,32
1666340,"Rathdrum city, Idaho",B03002_003,6866,309
1666340,"Rathdrum city, Idaho",B03002_012,358,186
1666340,"Rathdrum city, Idaho",B11016_001,2720,174
1666340,"Rathdrum city, Idaho",B17021_002,1036,434
1666340,"Rathdrum city, Idaho",B19013_001,53024,7765
1666340,"Rathdrum city, Idaho",C16002_004,0,17
1666340,"Rathdrum city, Idaho",C16002_007,0,17
1666340,"Rathdrum city, Idaho",C16002_010,0,17
1666340,"Rathdrum city, Idaho",C16002_013,0,17
1667150,"Reubens city, Idaho",B01003_001,57,18
1667150,"Reubens city, Idaho",B03002_003,43,16
1667150,"Reubens city, Idaho",B03002_012,8,11
1667150,"Reubens city, Idaho",B11016_001,23,9
1667150,"Reubens city, Idaho",B17021_002,0,12
1667150,"Reubens city, Idaho",B19013_001,62813,34214
1667150,"Reubens city, Idaho",C16002_004,0,12
1667150,"Reubens city, Idaho",C16002_007,0,12
1667150,"Reubens city, Idaho",C16002_010,0,12
1667150,"Reubens city, Idaho",C16002_013,0,12
1667420,"Rexburg city, Idaho",B01003_001,27369,24
1667420,"Rexburg city, Idaho",B03002_003,23922,348
1667420,"Rexburg city, Idaho",B03002_012,2076,290
1667420,"Rexburg city, Idaho",B11016_001,7942,345
1667420,"Rexburg city, Idaho",B17021_002,11138,937
1667420,"Rexburg city, Idaho",B19013_001,26341,2257
1667420,"Rexburg city, Idaho",C16002_004,9,14
1667420,"Rexburg city, Idaho",C16002_007,20,32
1667420,"Rexburg city, Idaho",C16002_010,39,47
1667420,"Rexburg city, Idaho",C16002_013,0,22
1667600,"Richfield city, Idaho",B01003_001,410,93
1667600,"Richfield city, Idaho",B03002_003,377,91
1667600,"Richfield city, Idaho",B03002_012,28,19
1667600,"Richfield city, Idaho",B11016_001,150,38
1667600,"Richfield city, Idaho",B17021_002,59,30
1667600,"Richfield city, Idaho",B19013_001,49423,4925
1667600,"Richfield city, Idaho",C16002_004,2,4
1667600,"Richfield city, Idaho",C16002_007,0,12
1667600,"Richfield city, Idaho",C16002_010,0,12
1667600,"Richfield city, Idaho",C16002_013,0,12
1667780,"Rigby city, Idaho",B01003_001,4018,14
1667780,"Rigby city, Idaho",B03002_003,3565,181
1667780,"Rigby city, Idaho",B03002_012,176,111
1667780,"Rigby city, Idaho",B11016_001,1364,161
1667780,"Rigby city, Idaho",B17021_002,735,414
1667780,"Rigby city, Idaho",B19013_001,43279,9016
1667780,"Rigby city, Idaho",C16002_004,59,49
1667780,"Rigby city, Idaho",C16002_007,0,12
1667780,"Rigby city, Idaho",C16002_010,0,12
1667780,"Rigby city, Idaho",C16002_013,0,12
1667870,"Riggins city, Idaho",B01003_001,264,87
1667870,"Riggins city, Idaho",B03002_003,253,87
1667870,"Riggins city, Idaho",B03002_012,0,12
1667870,"Riggins city, Idaho",B11016_001,150,45
1667870,"Riggins city, Idaho",B17021_002,34,28
1667870,"Riggins city, Idaho",B19013_001,40357,8674
1667870,"Riggins city, Idaho",C16002_004,0,12
1667870,"Riggins city, Idaho",C16002_007,0,12
1667870,"Riggins city, Idaho",C16002_010,0,12
1667870,"Riggins city, Idaho",C16002_013,0,12
1667960,"Ririe city, Idaho",B01003_001,570,168
1667960,"Ririe city, Idaho",B03002_003,470,150
1667960,"Ririe city, Idaho",B03002_012,78,81
1667960,"Ririe city, Idaho",B11016_001,167,51
1667960,"Ririe city, Idaho",B17021_002,61,52
1667960,"Ririe city, Idaho",B19013_001,43594,6704
1667960,"Ririe city, Idaho",C16002_004,7,9
1667960,"Ririe city, Idaho",C16002_007,0,12
1667960,"Ririe city, Idaho",C16002_010,0,12
1667960,"Ririe city, Idaho",C16002_013,0,12
1668230,"Riverside CDP, Idaho",B01003_001,1187,370
1668230,"Riverside CDP, Idaho",B03002_003,795,243
1668230,"Riverside CDP, Idaho",B03002_012,118,114
1668230,"Riverside CDP, Idaho",B11016_001,307,91
1668230,"Riverside CDP, Idaho",B17021_002,366,319
1668230,"Riverside CDP, Idaho",B19013_001,57102,17344
1668230,"Riverside CDP, Idaho",C16002_004,27,33
1668230,"Riverside CDP, Idaho",C16002_007,0,12
1668230,"Riverside CDP, Idaho",C16002_010,0,12
1668230,"Riverside CDP, Idaho",C16002_013,0,12
1668500,"Roberts city, Idaho",B01003_001,559,162
1668500,"Roberts city, Idaho",B03002_003,205,80
1668500,"Roberts city, Idaho",B03002_012,331,140
1668500,"Roberts city, Idaho",B11016_001,174,57
1668500,"Roberts city, Idaho",B17021_002,208,91
1668500,"Roberts city, Idaho",B19013_001,27692,5225
1668500,"Roberts city, Idaho",C16002_004,18,17
1668500,"Roberts city, Idaho",C16002_007,0,12
1668500,"Roberts city, Idaho",C16002_010,0,12
1668500,"Roberts city, Idaho",C16002_013,0,12
1668545,"Robie Creek CDP, Idaho",B01003_001,1661,304
1668545,"Robie Creek CDP, Idaho",B03002_003,1591,301
1668545,"Robie Creek CDP, Idaho",B03002_012,47,41
1668545,"Robie Creek CDP, Idaho",B11016_001,699,150
1668545,"Robie Creek CDP, Idaho",B17021_002,84,69
1668545,"Robie Creek CDP, Idaho",B19013_001,99792,19837
1668545,"Robie Creek CDP, Idaho",C16002_004,0,12
1668545,"Robie Creek CDP, Idaho",C16002_007,0,12
1668545,"Robie Creek CDP, Idaho",C16002_010,0,12
1668545,"Robie Creek CDP, Idaho",C16002_013,0,12
1668860,"Rockford CDP, Idaho",B01003_001,276,116
1668860,"Rockford CDP, Idaho",B03002_003,215,101
1668860,"Rockford CDP, Idaho",B03002_012,61,93
1668860,"Rockford CDP, Idaho",B11016_001,74,34
1668860,"Rockford CDP, Idaho",B17021_002,0,12
1668860,"Rockford CDP, Idaho",B19013_001,47125,23289
1668860,"Rockford CDP, Idaho",C16002_004,0,12
1668860,"Rockford CDP, Idaho",C16002_007,0,12
1668860,"Rockford CDP, Idaho",C16002_010,0,12
1668860,"Rockford CDP, Idaho",C16002_013,0,12
1668950,"Rockford Bay CDP, Idaho",B01003_001,331,82
1668950,"Rockford Bay CDP, Idaho",B03002_003,320,79
1668950,"Rockford Bay CDP, Idaho",B03002_012,4,5
1668950,"Rockford Bay CDP, Idaho",B11016_001,156,38
1668950,"Rockford Bay CDP, Idaho",B17021_002,10,10
1668950,"Rockford Bay CDP, Idaho",B19013_001,92059,6552
1668950,"Rockford Bay CDP, Idaho",C16002_004,0,12
1668950,"Rockford Bay CDP, Idaho",C16002_007,0,12
1668950,"Rockford Bay CDP, Idaho",C16002_010,0,12
1668950,"Rockford Bay CDP, Idaho",C16002_013,0,12
1669130,"Rockland city, Idaho",B01003_001,303,166
1669130,"Rockland city, Idaho",B03002_003,300,164
1669130,"Rockland city, Idaho",B03002_012,3,6
1669130,"Rockland city, Idaho",B11016_001,102,49
1669130,"Rockland city, Idaho",B17021_002,3,6
1669130,"Rockland city, Idaho",B19013_001,48750,9448
1669130,"Rockland city, Idaho",C16002_004,0,12
1669130,"Rockland city, Idaho",C16002_007,0,12
1669130,"Rockland city, Idaho",C16002_010,0,12
1669130,"Rockland city, Idaho",C16002_013,0,12
1670660,"Rupert city, Idaho",B01003_001,5738,19
1670660,"Rupert city, Idaho",B03002_003,3153,322
1670660,"Rupert city, Idaho",B03002_012,2496,325
1670660,"Rupert city, Idaho",B11016_001,2101,146
1670660,"Rupert city, Idaho",B17021_002,1578,388
1670660,"Rupert city, Idaho",B19013_001,35510,2940
1670660,"Rupert city, Idaho",C16002_004,214,106
1670660,"Rupert city, Idaho",C16002_007,0,17
1670660,"Rupert city, Idaho",C16002_010,0,17
1670660,"Rupert city, Idaho",C16002_013,0,17
1671020,"St. Anthony city, Idaho",B01003_001,3488,25
1671020,"St. Anthony city, Idaho",B03002_003,2636,185
1671020,"St. Anthony city, Idaho",B03002_012,698,183
1671020,"St. Anthony city, Idaho",B11016_001,1067,110
1671020,"St. Anthony city, Idaho",B17021_002,412,139
1671020,"St. Anthony city, Idaho",B19013_001,43375,13465
1671020,"St. Anthony city, Idaho",C16002_004,25,26
1671020,"St. Anthony city, Idaho",C16002_007,0,12
1671020,"St. Anthony city, Idaho",C16002_010,0,12
1671020,"St. Anthony city, Idaho",C16002_013,0,12
1671110,"St. Charles city, Idaho",B01003_001,106,59
1671110,"St. Charles city, Idaho",B03002_003,103,58
1671110,"St. Charles city, Idaho",B03002_012,0,12
1671110,"St. Charles city, Idaho",B11016_001,39,16
1671110,"St. Charles city, Idaho",B17021_002,6,8
1671110,"St. Charles city, Idaho",B19013_001,46250,16097
1671110,"St. Charles city, Idaho",C16002_004,0,12
1671110,"St. Charles city, Idaho",C16002_007,0,12
1671110,"St. Charles city, Idaho",C16002_010,0,12
1671110,"St. Charles city, Idaho",C16002_013,0,12
1671470,"St. Maries city, Idaho",B01003_001,2618,327
1671470,"St. Maries city, Idaho",B03002_003,2452,324
1671470,"St. Maries city, Idaho",B03002_012,94,50
1671470,"St. Maries city, Idaho",B11016_001,1109,136
1671470,"St. Maries city, Idaho",B17021_002,320,80
1671470,"St. Maries city, Idaho",B19013_001,42689,7603
1671470,"St. Maries city, Idaho",C16002_004,0,12
1671470,"St. Maries city, Idaho",C16002_007,0,12
1671470,"St. Maries city, Idaho",C16002_010,0,12
1671470,"St. Maries city, Idaho",C16002_013,0,12
1671650,"Salmon city, Idaho",B01003_001,3067,26
1671650,"Salmon city, Idaho",B03002_003,2844,99
1671650,"Salmon city, Idaho",B03002_012,93,55
1671650,"Salmon city, Idaho",B11016_001,1466,136
1671650,"Salmon city, Idaho",B17021_002,670,220
1671650,"Salmon city, Idaho",B19013_001,28571,6644
1671650,"Salmon city, Idaho",C16002_004,0,12
1671650,"Salmon city, Idaho",C16002_007,0,12
1671650,"Salmon city, Idaho",C16002_010,28,32
1671650,"Salmon city, Idaho",C16002_013,0,12
1672100,"Sandpoint city, Idaho",B01003_001,7918,23
1672100,"Sandpoint city, Idaho",B03002_003,7268,212
1672100,"Sandpoint city, Idaho",B03002_012,458,180
1672100,"Sandpoint city, Idaho",B11016_001,3460,285
1672100,"Sandpoint city, Idaho",B17021_002,1600,386
1672100,"Sandpoint city, Idaho",B19013_001,36706,6548
1672100,"Sandpoint city, Idaho",C16002_004,0,17
1672100,"Sandpoint city, Idaho",C16002_007,9,13
1672100,"Sandpoint city, Idaho",C16002_010,0,17
1672100,"Sandpoint city, Idaho",C16002_013,0,17
1673450,"Shelley city, Idaho",B01003_001,4346,24
1673450,"Shelley city, Idaho",B03002_003,3793,255
1673450,"Shelley city, Idaho",B03002_012,475,253
1673450,"Shelley city, Idaho",B11016_001,1240,113
1673450,"Shelley city, Idaho",B17021_002,553,310
1673450,"Shelley city, Idaho",B19013_001,56563,6870
1673450,"Shelley city, Idaho",C16002_004,14,24
1673450,"Shelley city, Idaho",C16002_007,0,12
1673450,"Shelley city, Idaho",C16002_010,0,12
1673450,"Shelley city, Idaho",C16002_013,0,12
1673900,"Shoshone city, Idaho",B01003_001,1390,201
1673900,"Shoshone city, Idaho",B03002_003,1047,171
1673900,"Shoshone city, Idaho",B03002_012,251,120
1673900,"Shoshone city, Idaho",B11016_001,490,63
1673900,"Shoshone city, Idaho",B17021_002,159,68
1673900,"Shoshone city, Idaho",B19013_001,40500,6712
1673900,"Shoshone city, Idaho",C16002_004,24,22
1673900,"Shoshone city, Idaho",C16002_007,0,12
1673900,"Shoshone city, Idaho",C16002_010,0,12
1673900,"Shoshone city, Idaho",C16002_013,0,12
1675070,"Smelterville city, Idaho",B01003_001,760,203
1675070,"Smelterville city, Idaho",B03002_003,655,170
1675070,"Smelterville city, Idaho",B03002_012,48,50
1675070,"Smelterville city, Idaho",B11016_001,323,66
1675070,"Smelterville city, Idaho",B17021_002,123,70
1675070,"Smelterville city, Idaho",B19013_001,33259,5334
1675070,"Smelterville city, Idaho",C16002_004,0,12
1675070,"Smelterville city, Idaho",C16002_007,0,12
1675070,"Smelterville city, Idaho",C16002_010,0,12
1675070,"Smelterville city, Idaho",C16002_013,0,12
1675160,"Smiths Ferry CDP, Idaho",B01003_001,145,122
1675160,"Smiths Ferry CDP, Idaho",B03002_003,145,122
1675160,"Smiths Ferry CDP, Idaho",B03002_012,0,12
1675160,"Smiths Ferry CDP, Idaho",B11016_001,35,21
1675160,"Smiths Ferry CDP, Idaho",B17021_002,31,58
1675160,"Smiths Ferry CDP, Idaho",B19013_001,NA,NA
1675160,"Smiths Ferry CDP, Idaho",C16002_004,0,12
1675160,"Smiths Ferry CDP, Idaho",C16002_007,0,12
1675160,"Smiths Ferry CDP, Idaho",C16002_010,0,12
1675160,"Smiths Ferry CDP, Idaho",C16002_013,0,12
1675195,"Soda Springs city, Idaho",B01003_001,2977,18
1675195,"Soda Springs city, Idaho",B03002_003,2816,100
1675195,"Soda Springs city, Idaho",B03002_012,106,60
1675195,"Soda Springs city, Idaho",B11016_001,1068,85
1675195,"Soda Springs city, Idaho",B17021_002,321,137
1675195,"Soda Springs city, Idaho",B19013_001,57250,8737
1675195,"Soda Springs city, Idaho",C16002_004,0,12
1675195,"Soda Springs city, Idaho",C16002_007,0,12
1675195,"Soda Springs city, Idaho",C16002_010,0,12
1675195,"Soda Springs city, Idaho",C16002_013,0,12
1675970,"Spencer city, Idaho",B01003_001,32,25
1675970,"Spencer city, Idaho",B03002_003,32,25
1675970,"Spencer city, Idaho",B03002_012,0,12
1675970,"Spencer city, Idaho",B11016_001,18,13
1675970,"Spencer city, Idaho",B17021_002,0,12
1675970,"Spencer city, Idaho",B19013_001,19000,991
1675970,"Spencer city, Idaho",C16002_004,0,12
1675970,"Spencer city, Idaho",C16002_007,0,12
1675970,"Spencer city, Idaho",C16002_010,0,12
1675970,"Spencer city, Idaho",C16002_013,0,12
1676060,"Spirit Lake city, Idaho",B01003_001,2314,461
1676060,"Spirit Lake city, Idaho",B03002_003,2176,448
1676060,"Spirit Lake city, Idaho",B03002_012,94,70
1676060,"Spirit Lake city, Idaho",B11016_001,823,133
1676060,"Spirit Lake city, Idaho",B17021_002,400,150
1676060,"Spirit Lake city, Idaho",B19013_001,42567,3614
1676060,"Spirit Lake city, Idaho",C16002_004,0,12
1676060,"Spirit Lake city, Idaho",C16002_007,0,12
1676060,"Spirit Lake city, Idaho",C16002_010,0,12
1676060,"Spirit Lake city, Idaho",C16002_013,0,12
1676780,"Stanley city, Idaho",B01003_001,105,81
1676780,"Stanley city, Idaho",B03002_003,86,69
1676780,"Stanley city, Idaho",B03002_012,7,13
1676780,"Stanley city, Idaho",B11016_001,42,25
1676780,"Stanley city, Idaho",B17021_002,40,42
1676780,"Stanley city, Idaho",B19013_001,29000,19763
1676780,"Stanley city, Idaho",C16002_004,0,12
1676780,"Stanley city, Idaho",C16002_007,0,12
1676780,"Stanley city, Idaho",C16002_010,0,12
1676780,"Stanley city, Idaho",C16002_013,0,12
1676870,"Star city, Idaho",B01003_001,7832,21
1676870,"Star city, Idaho",B03002_003,6818,395
1676870,"Star city, Idaho",B03002_012,726,334
1676870,"Star city, Idaho",B11016_001,2915,258
1676870,"Star city, Idaho",B17021_002,707,385
1676870,"Star city, Idaho",B19013_001,55674,8888
1676870,"Star city, Idaho",C16002_004,18,30
1676870,"Star city, Idaho",C16002_007,0,17
1676870,"Star city, Idaho",C16002_010,0,17
1676870,"Star city, Idaho",C16002_013,0,17
1677050,"State Line city, Idaho",B01003_001,8,10
1677050,"State Line city, Idaho",B03002_003,8,10
1677050,"State Line city, Idaho",B03002_012,0,12
1677050,"State Line city, Idaho",B11016_001,4,5
1677050,"State Line city, Idaho",B17021_002,6,10
1677050,"State Line city, Idaho",B19013_001,NA,NA
1677050,"State Line city, Idaho",C16002_004,0,12
1677050,"State Line city, Idaho",C16002_007,0,12
1677050,"State Line city, Idaho",C16002_010,0,12
1677050,"State Line city, Idaho",C16002_013,0,12
1677500,"Stites city, Idaho",B01003_001,227,34
1677500,"Stites city, Idaho",B03002_003,205,32
1677500,"Stites city, Idaho",B03002_012,1,4
1677500,"Stites city, Idaho",B11016_001,107,17
1677500,"Stites city, Idaho",B17021_002,47,19
1677500,"Stites city, Idaho",B19013_001,26458,6386
1677500,"Stites city, Idaho",C16002_004,0,12
1677500,"Stites city, Idaho",C16002_007,0,12
1677500,"Stites city, Idaho",C16002_010,0,12
1677500,"Stites city, Idaho",C16002_013,0,12
1678040,"Sugar City city, Idaho",B01003_001,1521,315
1678040,"Sugar City city, Idaho",B03002_003,1204,281
1678040,"Sugar City city, Idaho",B03002_012,299,194
1678040,"Sugar City city, Idaho",B11016_001,386,76
1678040,"Sugar City city, Idaho",B17021_002,165,126
1678040,"Sugar City city, Idaho",B19013_001,40417,9804
1678040,"Sugar City city, Idaho",C16002_004,14,17
1678040,"Sugar City city, Idaho",C16002_007,0,12
1678040,"Sugar City city, Idaho",C16002_010,0,12
1678040,"Sugar City city, Idaho",C16002_013,0,12
1678850,"Sun Valley city, Idaho",B01003_001,1426,257
1678850,"Sun Valley city, Idaho",B03002_003,1309,233
1678850,"Sun Valley city, Idaho",B03002_012,56,44
1678850,"Sun Valley city, Idaho",B11016_001,532,97
1678850,"Sun Valley city, Idaho",B17021_002,211,114
1678850,"Sun Valley city, Idaho",B19013_001,59783,17894
1678850,"Sun Valley city, Idaho",C16002_004,0,12
1678850,"Sun Valley city, Idaho",C16002_007,0,12
1678850,"Sun Valley city, Idaho",C16002_010,0,12
1678850,"Sun Valley city, Idaho",C16002_013,0,12
1679120,"Swan Valley city, Idaho",B01003_001,114,46
1679120,"Swan Valley city, Idaho",B03002_003,112,46
1679120,"Swan Valley city, Idaho",B03002_012,2,3
1679120,"Swan Valley city, Idaho",B11016_001,51,19
1679120,"Swan Valley city, Idaho",B17021_002,0,12
1679120,"Swan Valley city, Idaho",B19013_001,59375,10719
1679120,"Swan Valley city, Idaho",C16002_004,0,12
1679120,"Swan Valley city, Idaho",C16002_007,0,12
1679120,"Swan Valley city, Idaho",C16002_010,0,12
1679120,"Swan Valley city, Idaho",C16002_013,0,12
1679300,"Sweetwater CDP, Idaho",B01003_001,271,66
1679300,"Sweetwater CDP, Idaho",B03002_003,108,46
1679300,"Sweetwater CDP, Idaho",B03002_012,0,12
1679300,"Sweetwater CDP, Idaho",B11016_001,68,17
1679300,"Sweetwater CDP, Idaho",B17021_002,53,58
1679300,"Sweetwater CDP, Idaho",B19013_001,40938,12794
1679300,"Sweetwater CDP, Idaho",C16002_004,0,12
1679300,"Sweetwater CDP, Idaho",C16002_007,0,12
1679300,"Sweetwater CDP, Idaho",C16002_010,0,12
1679300,"Sweetwater CDP, Idaho",C16002_013,0,12
1680200,"Tensed city, Idaho",B01003_001,114,42
1680200,"Tensed city, Idaho",B03002_003,72,39
1680200,"Tensed city, Idaho",B03002_012,12,15
1680200,"Tensed city, Idaho",B11016_001,40,11
1680200,"Tensed city, Idaho",B17021_002,44,28
1680200,"Tensed city, Idaho",B19013_001,18750,15732
1680200,"Tensed city, Idaho",C16002_004,0,12
1680200,"Tensed city, Idaho",C16002_007,0,12
1680200,"Tensed city, Idaho",C16002_010,0,12
1680200,"Tensed city, Idaho",C16002_013,0,12
1680380,"Teton city, Idaho",B01003_001,1047,194
1680380,"Teton city, Idaho",B03002_003,790,156
1680380,"Teton city, Idaho",B03002_012,212,148
1680380,"Teton city, Idaho",B11016_001,331,67
1680380,"Teton city, Idaho",B17021_002,193,154
1680380,"Teton city, Idaho",B19013_001,49464,17773
1680380,"Teton city, Idaho",C16002_004,32,26
1680380,"Teton city, Idaho",C16002_007,0,12
1680380,"Teton city, Idaho",C16002_010,0,12
1680380,"Teton city, Idaho",C16002_013,0,12
1680470,"Tetonia city, Idaho",B01003_001,384,185
1680470,"Tetonia city, Idaho",B03002_003,259,124
1680470,"Tetonia city, Idaho",B03002_012,115,120
1680470,"Tetonia city, Idaho",B11016_001,110,43
1680470,"Tetonia city, Idaho",B17021_002,34,33
1680470,"Tetonia city, Idaho",B19013_001,41875,26796
1680470,"Tetonia city, Idaho",C16002_004,0,12
